MobyGames Name,Master_ID,,Game Title,MobyGames Game ID,MobyGames URL,Release year,Price,Price(n/a=0),moby score,Second_hand_Available_all,Second_hand_over100$,Available_New_distribution,New_distribution_only(no second hand),Category,カテゴリ名,count_dummy,Available?,Source of availability,Availability notes,Platform,Product code,Why omitted?,,
lego-star-wars-ii-the-original-trilogy_,3205,Game_boy_Advance,LEGO Star Wars II: The Original Trilogy,23947,http://www.mobygames.com/game/lego-star-wars-ii-the-original-trilogy_,2006,4,4.00059268,6.7,1,0,0,0,1,A: 中古流通のみ,1,N,,,,,,,
lego-star-wars-the-video-game_,3206,Game_boy_Advance,LEGO Star Wars: The Video Game,30928,http://www.mobygames.com/game/lego-star-wars-the-video-game_,2005,4.54,4.536827325,7.1,1,0,0,0,1,A: 中古流通のみ,1,N,,,,,,,
lemony-snickets-a-series-of-unfortunate-events_,3207,Game_boy_Advance,Lemony Snicket's A Series of Unfortunate Events,20467,http://www.mobygames.com/game/lemony-snickets-a-series-of-unfortunate-events_,2004,,0,7.3,0,0,0,0,0,F:入手困難,1,N,,,,,,,
little-league-baseball-2002,3208,Game_boy_Advance,Little League Baseball 2002,153695,http://www.mobygames.com/game/little-league-baseball-2002,2002,,0,,0,0,0,0,0,F:入手困難,1,N,,,,,,,
lizzie-mcguire-2-lizzie-diaries,3209,Game_boy_Advance,Lizzie McGuire 2: Lizzie Diaries,177068,http://www.mobygames.com/game/lizzie-mcguire-2-lizzie-diaries,2004,0.99,0.987800662,,1,0,0,0,1,A: 中古流通のみ,1,N,,,,,,,
lizzie-mcguire-3-homecoming-havoc,3210,Game_boy_Advance,Lizzie McGuire 3: Homecoming Havoc,21170,http://www.mobygames.com/game/lizzie-mcguire-3-homecoming-havoc,2005,0.99,0.987800662,6.6,1,0,0,0,1,A: 中古流通のみ,1,N,,,,,,,
looney-tunes-back-in-action_,3211,Game_boy_Advance,Looney Tunes: Back in Action,65182,http://www.mobygames.com/game/looney-tunes-back-in-action_,2003,3.97,3.972369804,5.8,1,0,0,0,1,A: 中古流通のみ,1,N,,,,,,,
lufia-the-ruins-of-lore,3212,Game_boy_Advance,Lufia: The Ruins of Lore,17432,http://www.mobygames.com/game/lufia-the-ruins-of-lore,2002,18.99,18.99399558,6.9,1,0,0,0,1,A: 中古流通のみ,1,N,,,,,,,
lunar-legend,3213,Game_boy_Advance,Lunar: Legend,14060,http://www.mobygames.com/game/lunar-legend,2002,21,21.0048755,7.2,1,0,0,0,1,A: 中古流通のみ,1,N,,re-made version of?Lunar: Silver Star Story Complete with significant changes,,,,,
mms-blast,3214,Game_boy_Advance,M&M's Blast!,74264,http://www.mobygames.com/game/mms-blast,2001,,0,,0,0,0,0,0,F:入手困難,1,N,,,,,,,
mms-break-em,3215,Game_boy_Advance,M&M's Break' Em,31602,http://www.mobygames.com/game/mms-break-em,2007,,0,,0,0,0,0,0,F:入手困難,1,N,,based on Gem Smashers,,,,,
machop-at-work,3216,Game_boy_Advance,Machop at Work,31274,http://www.mobygames.com/game/machop-at-work,2001,,0,,0,0,0,0,0,F:入手困難,1,N,,Pokemon e-Reader game,,,,,
madagascar_,3217,Game_boy_Advance,Madagascar,35264,http://www.mobygames.com/game/madagascar_,2005,1.27,1.270029422,6.9,1,0,0,0,1,A: 中古流通のみ,1,N,,,,,,,
madagascar-operation-penguin,3218,Game_boy_Advance,Madagascar: Operation Penguin,35287,http://www.mobygames.com/game/madagascar-operation-penguin,2005,1,1.0019121,6.8,1,0,0,0,1,A: 中古流通のみ,1,N,,,,,,,
madden-nfl-06__,3219,Game_boy_Advance,Madden NFL 06,73169,http://www.mobygames.com/game/madden-nfl-06__,2005,,0,6.9,0,0,0,0,0,F:入手困難,1,N,,,,,,,
madden-nfl-07__,3220,Game_boy_Advance,Madden NFL 07,73176,http://www.mobygames.com/game/madden-nfl-07__,2006,11.36,11.35970761,,1,0,0,0,1,A: 中古流通のみ,1,N,,,,,,,
madden-nfl-2002__,3221,Game_boy_Advance,Madden NFL 2002,54861,http://www.mobygames.com/game/madden-nfl-2002__,2001,0.99,0.987800662,,1,0,0,0,1,A: 中古流通のみ,1,N,,,,,,,
madden-nfl-2003_,3222,Game_boy_Advance,Madden NFL 2003,54876,http://www.mobygames.com/game/madden-nfl-2003_,2002,0.99,0.987800662,,1,0,0,0,1,A: 中古流通のみ,1,N,,,,,,,
madden-nfl-2004_,3223,Game_boy_Advance,Madden NFL 2004,54883,http://www.mobygames.com/game/madden-nfl-2004_,2003,,0,,0,0,0,0,0,F:入手困難,1,N,,,,,,,
madden-nfl-2005___,3224,Game_boy_Advance,Madden NFL 2005,73164,http://www.mobygames.com/game/madden-nfl-2005___,2004,1.99,1.989712762,7.6,1,0,0,0,1,A: 中古流通のみ,1,N,,,,,,,
majesco-kids-cards,3225,Game_boy_Advance,Majesco Kid's Cards,142560,http://www.mobygames.com/game/majesco-kids-cards,2006,,0,,0,0,0,0,0,F:入手困難,1,N,,,,,,,
major-league-baseball-2k7_,3226,Game_boy_Advance,Major League Baseball 2K7,153172,http://www.mobygames.com/game/major-league-baseball-2k7_,2007,6.3,6.300757079,,1,0,0,0,1,A: 中古流通のみ,1,N,,,,,,,
manhole-e,3227,Game_boy_Advance,Manhole-e,12672,http://www.mobygames.com/game/manhole-e,2002,,0,,0,0,0,0,0,F:入手困難,1,N,,"e-Reader game; a version of Manhole is available on 3DS eShop, which closed in March 2023",,,,,
march-of-the-penguins,3228,Game_boy_Advance,March of the Penguins,31604,http://www.mobygames.com/game/march-of-the-penguins,2006,,0,5.1,0,0,0,0,0,F:入手困難,1,N,,,,,,,
mario-luigi-superstar-saga,3229,Game_boy_Advance,Mario & Luigi: Superstar Saga,12026,http://www.mobygames.com/game/mario-luigi-superstar-saga,2003,,0,8.6,0,0,1.2,1.3,1.2,C:正規デジタル流通のみ,1,Y,,Available or will be available on Nintendo Switch Online.,,,,,
mario-bros,3230,Game_boy_Advance,Mario Bros.,7301,http://www.mobygames.com/game/mario-bros,2002,0.99,0.987800662,7,1,0,1.2,0,2.2,D:中古・正規両方流通あり,1,Y,,original available on Switch (https://www.nintendo.com/store/products/arcade-archives-mario-bros-switch/); remade versions available as part of the Super Mario Advance re-releases,,,,,
mario-golf-advance-tour,3231,Game_boy_Advance,Mario Golf: Advance Tour,22074,http://www.mobygames.com/game/mario-golf-advance-tour,2004,0.99,0.987800662,8.2,1,0,0,0,1,A: 中古流通のみ,1,N,,Previously available on Wii U Virtual Console.,,,,,
mario-kart-super-circuit,3232,Game_boy_Advance,Mario Kart: Super Circuit,4941,http://www.mobygames.com/game/mario-kart-super-circuit,2001,5.4,5.397625045,8.4,1,0,1.2,0,2.2,D:中古・正規両方流通あり,1,Y,,Available or will be available on Nintendo Switch Online.,,,,,
mario-party-advance,3233,Game_boy_Advance,Mario Party Advance,23278,http://www.mobygames.com/game/mario-party-advance,2005,6.81,6.808768848,6.2,1,0,0,0,1,A: 中古流通のみ,1,N,,Previously available on Wii U Virtual Console.,,,,,
mario-party-e,3234,Game_boy_Advance,Mario Party-e,10175,http://www.mobygames.com/game/mario-party-e,2003,39.01,39.01107042,,1,0,0,0,1,A: 中古流通のみ,1,N,,board game that used e-Reader,,,,,
mario-pinball-land,3235,Game_boy_Advance,Mario Pinball Land,15298,http://www.mobygames.com/game/mario-pinball-land,2004,4.95,4.953114747,6.4,1,0,0,0,1,A: 中古流通のみ,1,N,,Previously available on Wii U Virtual Console.,,,,,
mario-tennis-power-tour,3236,Game_boy_Advance,Mario Tennis: Power Tour,21283,http://www.mobygames.com/game/mario-tennis-power-tour,2005,9.99,9.990898122,8.2,1,0,0,0,1,A: 中古流通のみ,1,N,,Previously available on Wii U Virtual Console.,,,,,
mario-vs-donkey-kong,3237,Game_boy_Advance,Mario vs. Donkey Kong,13829,http://www.mobygames.com/game/mario-vs-donkey-kong,2004,5.35,5.348235012,7.5,1,0,0,0,1,A: 中古流通のみ,1,N,,Previously available on Wii U Virtual Console.,,,,,
marvel-ultimate-alliance,3238,Game_boy_Advance,Marvel Ultimate Alliance,25234,http://www.mobygames.com/game/marvel-ultimate-alliance,2006,5,5.00250478,,1,0,0,0,1,A: 中古流通のみ,1,N,,,,,,,
mary-kate-and-ashley-girls-night-out,3239,Game_boy_Advance,Mary-Kate and Ashley: Girls Night Out,18672,http://www.mobygames.com/game/mary-kate-and-ashley-girls-night-out,2002,2.99,2.991624862,,1,0,0,0,1,A: 中古流通のみ,1,N,,,,,,,
masters-of-the-universe-he-man-power-of-grayskull,3240,Game_boy_Advance,Masters of the Universe: He-Man - Power of Grayskull,25540,http://www.mobygames.com/game/masters-of-the-universe-he-man-power-of-grayskull,2002,,0,6.6,0,0,0,0,0,F:入手困難,1,N,,,,,,,
mat-hoffmans-pro-bmx__,3241,Game_boy_Advance,Mat Hoffman's Pro BMX,65568,http://www.mobygames.com/game/mat-hoffmans-pro-bmx__,2001,,0,6.5,0,0,0,0,0,F:入手困難,1,N,,,,,,,
mat-hoffmans-pro-bmx-2_,3242,Game_boy_Advance,Mat Hoffman's Pro BMX 2,62941,http://www.mobygames.com/game/mat-hoffmans-pro-bmx-2_,2002,,0,7.7,0,0,0,0,0,F:入手困難,1,N,,,,,,,
max-payne_,3243,Game_boy_Advance,Max Payne,11696,http://www.mobygames.com/game/max-payne_,2003,21.83,21.83039463,7.7,1,0,0,0,1,A: 中古流通のみ,1,N,,,,,,,
mazes-of-fate,3244,Game_boy_Advance,Mazes of Fate,27559,http://www.mobygames.com/game/mazes-of-fate,2006,2.25,2.250774365,6.5,1,0,0,0,1,A: 中古流通のみ,1,N,,,,,,,
mech-platoon,3245,Game_boy_Advance,Mech Platoon,16205,http://www.mobygames.com/game/mech-platoon,2001,,0,7.4,0,0,0,0,0,F:入手困難,1,N,,,,,,,
medabots-ax-metabee-ver,3246,Game_boy_Advance,Medabots AX: Metabee Ver.,61882,http://www.mobygames.com/game/medabots-ax-metabee-ver,2003,4.99,4.988393342,,1,0,0,0,1,A: 中古流通のみ,1,N,,Previously available on Wii U Virtual Console.,,,,,
medabots-ax-rokusho-ver,3247,Game_boy_Advance,Medabots AX: Rokusho Ver.,61881,http://www.mobygames.com/game/medabots-ax-rokusho-ver,2003,10.01,10.00500956,,1,0,0,0,1,A: 中古流通のみ,1,N,,Previously available on Wii U Virtual Console.,,,,,
medabots-metabee,3248,Game_boy_Advance,MedaBots: Metabee,13027,http://www.mobygames.com/game/medabots-metabee,2003,13.33,13.32825322,,1,0,0,0,1,A: 中古流通のみ,1,N,,Previously available on Wii U Virtual Console.,,,,,
medabots-rokusho,3249,Game_boy_Advance,Medabots: Rokusho,75151,http://www.mobygames.com/game/medabots-rokusho,2003,4.99,4.988393342,,1,0,0,0,1,A: 中古流通のみ,1,N,,Previously available on Wii U Virtual Console.,,,,,
medal-of-honor-underground,3250,Game_boy_Advance,Medal of Honor: Underground,4761,http://www.mobygames.com/game/medal-of-honor-underground,2002,2.99,2.991624862,7.2,1,0,0,0,1,A: 中古流通のみ,1,N,,,,,,,
mega-man-bass,3251,Game_boy_Advance,Mega Man & Bass,6604,http://www.mobygames.com/game/mega-man-bass,2002,,0,7.3,0,0,0,0,0,F:入手困難,1,N,,Previously available on Wii U Virtual Console.,,,,,
mega-man-battle-network,3252,Game_boy_Advance,Mega Man Battle Network,5308,http://www.mobygames.com/game/mega-man-battle-network,2001,15,15.00045862,7.5,1,0,1.2,0,2.2,D:中古・正規両方流通あり,1,Y,https://www.capcom-games.com/megaman/exe/en-us/,"Reissue in ""Mega Man Battle Network Legacy Collection"" forthcoming at time of study",,,,,
mega-man-battle-network-2,3253,Game_boy_Advance,Mega Man Battle Network 2,7104,http://www.mobygames.com/game/mega-man-battle-network-2,2001,0.66,0.663237587,7.3,1,0,1.2,0,2.2,D:中古・正規両方流通あり,1,Y,https://www.capcom-games.com/megaman/exe/en-us/,"Reissue in ""Mega Man Battle Network Legacy Collection"" forthcoming at time of study",,,,,
mega-man-battle-network-3-blue-version,3254,Game_boy_Advance,Mega Man Battle Network 3: Blue Version,9608,http://www.mobygames.com/game/mega-man-battle-network-3-blue-version,2003,,0,7.4,0,0,1.2,1.3,1.2,C:正規デジタル流通のみ,1,Y,https://www.capcom-games.com/megaman/exe/en-us/,"Reissue in ""Mega Man Battle Network Legacy Collection"" forthcoming at time of study",,,,,
mega-man-battle-network-3-white-version,3255,Game_boy_Advance,Mega Man Battle Network 3: White Version,9609,http://www.mobygames.com/game/mega-man-battle-network-3-white-version,2002,14.99,14.9934029,7.4,1,0,1.2,0,2.2,D:中古・正規両方流通あり,1,Y,https://www.capcom-games.com/megaman/exe/en-us/,"Reissue in ""Mega Man Battle Network Legacy Collection"" forthcoming at time of study",,,,,
mega-man-battle-network-4-blue-moon,3256,Game_boy_Advance,Mega Man Battle Network 4: Blue Moon,23461,http://www.mobygames.com/game/mega-man-battle-network-4-blue-moon,2003,0.66,0.663237587,6.7,1,0,1.2,0,2.2,D:中古・正規両方流通あり,1,Y,https://www.capcom-games.com/megaman/exe/en-us/,"Reissue in ""Mega Man Battle Network Legacy Collection"" forthcoming at time of study",,,,,
mega-man-battle-network-4-red-sun,3257,Game_boy_Advance,Mega Man Battle Network 4: Red Sun,23459,http://www.mobygames.com/game/mega-man-battle-network-4-red-sun,2003,0.66,0.663237587,7.1,1,0,1.2,0,2.2,D:中古・正規両方流通あり,1,Y,https://www.capcom-games.com/megaman/exe/en-us/,"Reissue in ""Mega Man Battle Network Legacy Collection"" forthcoming at time of study",,,,,
mega-man-battle-network-5-team-colonel,3258,Game_boy_Advance,Mega Man Battle Network 5: Team Colonel,23347,http://www.mobygames.com/game/mega-man-battle-network-5-team-colonel,2005,0.66,0.663237587,6.7,1,0,1.2,0,2.2,D:中古・正規両方流通あり,1,Y,https://www.capcom-games.com/megaman/exe/en-us/,"Reissue in ""Mega Man Battle Network Legacy Collection"" forthcoming at time of study",,,,,
mega-man-battle-network-5-team-protoman,3259,Game_boy_Advance,Mega Man Battle Network 5: Team Protoman,20868,http://www.mobygames.com/game/mega-man-battle-network-5-team-protoman,2004,4.5,4.50154873,7,1,0,1.2,0,2.2,D:中古・正規両方流通あり,1,Y,https://www.capcom-games.com/megaman/exe/en-us/,"Reissue in ""Mega Man Battle Network Legacy Collection"" forthcoming at time of study",,,,,
mega-man-battle-network-6-cybeast-falzar,3260,Game_boy_Advance,Mega Man Battle Network 6: Cybeast Falzar,23374,http://www.mobygames.com/game/mega-man-battle-network-6-cybeast-falzar,2005,0.66,0.663237587,6.8,1,0,1.2,0,2.2,D:中古・正規両方流通あり,1,Y,https://www.capcom-games.com/megaman/exe/en-us/,"Reissue in ""Mega Man Battle Network Legacy Collection"" forthcoming at time of study",,,,,
mega-man-battle-network-6-cybeast-gregar,3261,Game_boy_Advance,Mega Man Battle Network 6: Cybeast Gregar,23373,http://www.mobygames.com/game/mega-man-battle-network-6-cybeast-gregar,2005,0.66,0.663237587,6.7,1,0,1.2,0,2.2,D:中古・正規両方流通あり,1,Y,https://www.capcom-games.com/megaman/exe/en-us/,"Reissue in ""Mega Man Battle Network Legacy Collection"" forthcoming at time of study",,,,,
mega-man-zero,3262,Game_boy_Advance,Mega Man Zero,6427,http://www.mobygames.com/game/mega-man-zero,2002,7,6.999273261,7.7,1,0,1.2,0,2.2,D:中古・正規両方流通あり,1,Y,https://www.nintendo.com/store/products/mega-man-zero-zx-legacy-collection-switch/,"Reissued in ""Mega Man Zero/ZX Legacy Collection""",,,,,
mega-man-zero-2,3263,Game_boy_Advance,Mega Man Zero 2,10659,http://www.mobygames.com/game/mega-man-zero-2,2003,7,6.999273261,7.8,1,0,1.2,0,2.2,D:中古・正規両方流通あり,1,Y,https://www.nintendo.com/store/products/mega-man-zero-zx-legacy-collection-switch/,"Reissued in ""Mega Man Zero/ZX Legacy Collection""",,,,,
mega-man-zero-3,3264,Game_boy_Advance,Mega Man Zero 3,15040,http://www.mobygames.com/game/mega-man-zero-3,2004,0.66,0.663237587,7.5,1,0,1.2,0,2.2,D:中古・正規両方流通あり,1,Y,https://www.nintendo.com/store/products/mega-man-zero-zx-legacy-collection-switch/,"Reissued in ""Mega Man Zero/ZX Legacy Collection""",,,,,
mega-man-zero-4,3265,Game_boy_Advance,Mega Man Zero 4,20190,http://www.mobygames.com/game/mega-man-zero-4,2005,0.66,0.663237587,7.7,1,0,1.2,0,2.2,D:中古・正規両方流通あり,1,Y,https://www.nintendo.com/store/products/mega-man-zero-zx-legacy-collection-switch/,"Reissued in ""Mega Man Zero/ZX Legacy Collection""",,,,,
mega-man-battle-chip-challenge,3266,Game_boy_Advance,Mega Man: Battle Chip Challenge,23348,http://www.mobygames.com/game/mega-man-battle-chip-challenge,2003,0.66,0.663237587,5.8,1,0,0,0,1,A: 中古流通のみ,1,N,,Previously available on Wii U Virtual Console.,,,,,
men-in-black-the-series_,3267,Game_boy_Advance,Men in Black: The Series,185536,http://www.mobygames.com/game/men-in-black-the-series_,2001,0.99,0.987800662,,1,0,0,0,1,A: 中古流通のみ,1,N,,,,,,,
metal-slug-advance,3268,Game_boy_Advance,Metal Slug Advance,15754,http://www.mobygames.com/game/metal-slug-advance,2004,20.96,20.95548547,7.7,1,0,0,0,1,A: 中古流通のみ,1,N,,,,,,,
metroid,3269,Game_boy_Advance,Metroid,7303,http://www.mobygames.com/game/metroid,2004,1.27,1.270029422,7.7,1,0,1.2,0,2.2,D:中古・正規両方流通あり,1,Y,Nintendo Entertainment System - Nintendo Switch Online,GBA game is reissue of NES game. ,,,,,
metroid-fusion,3270,Game_boy_Advance,Metroid Fusion,7812,http://www.mobygames.com/game/metroid-fusion,2002,19.95,19.95357337,8.4,1,0,1.2,0,2.2,D:中古・正規両方流通あり,1,Y,,Available or will be available on Nintendo Switch Online.,,,,,
metroid-zero-mission,3271,Game_boy_Advance,Metroid: Zero Mission,12061,http://www.mobygames.com/game/metroid-zero-mission,2004,25,24.99841246,8.5,1,0,0,0,1,A: 中古流通のみ,1,N,,Previously available on Wii U Virtual Console.,,,,,
midnight-club-street-racing_,3272,Game_boy_Advance,Midnight Club: Street Racing,69120,http://www.mobygames.com/game/midnight-club-street-racing_,2001,2,2.0038242,5.4,1,0,0,0,1,A: 中古流通のみ,1,N,,,,,,,
mighty-tyranitar,3273,Game_boy_Advance,Mighty Tyranitar,31312,http://www.mobygames.com/game/mighty-tyranitar,2002,,0,,0,0,0,0,0,F:入手困難,1,N,,e-Reader application sourced from Pokemon cards,,,,,
minority-report-everybody-runs_,3274,Game_boy_Advance,Minority Report: Everybody Runs,69118,http://www.mobygames.com/game/minority-report-everybody-runs_,2002,2,2.0038242,6,1,0,0,0,1,A: 中古流通のみ,1,N,,,,,,,
mission-impossible-operation-surma_,3275,Game_boy_Advance,Mission: Impossible - Operation Surma,12736,http://www.mobygames.com/game/mission-impossible-operation-surma_,2003,1.67,1.665149687,5,1,0,0,0,1,A: 中古流通のみ,1,N,,,,,,,
mlb-slugfest-20-04_,3276,Game_boy_Advance,MLB SlugFest 20-04,78967,http://www.mobygames.com/game/mlb-slugfest-20-04_,2003,,0,5.8,0,0,0,0,0,F:入手困難,1,N,,,,,,,
mobile-suit-gundam-seed-battle-assault,3277,Game_boy_Advance,Mobile Suit Gundam Seed: Battle Assault,47340,http://www.mobygames.com/game/mobile-suit-gundam-seed-battle-assault,2004,27.31,27.30563258,,1,0,0,0,1,A: 中古流通のみ,1,N,,,,,,,
monopolygba,3278,Game_boy_Advance,Monopoly,96039,http://www.mobygames.com/game/monopolygba,2004,0.99,0.987800662,,1,0,0,0,1,A: 中古流通のみ,1,N,,,,,,,
monster-force,3279,Game_boy_Advance,Monster Force,17521,http://www.mobygames.com/game/monster-force,2002,2.22,2.222551489,7.1,1,0,0,0,1,A: 中古流通のみ,1,N,,,,,,,
monster-house__,3280,Game_boy_Advance,Monster House,76219,http://www.mobygames.com/game/monster-house__,2006,5,5.00250478,6.9,1,0,0,0,1,A: 中古流通のみ,1,N,,,,,,,
monster-jam-maximum-destruction-,3281,Game_boy_Advance,Monster Jam: Maximum Destruction,12604,http://www.mobygames.com/game/monster-jam-maximum-destruction-,2002,5.56,5.559906582,5.8,1,0,0,0,1,A: 中古流通のみ,1,N,,,,,,,
monster-rancher-advance,3282,Game_boy_Advance,Monster Rancher Advance,12000,http://www.mobygames.com/game/monster-rancher-advance,2001,4.98,4.981337623,7.3,1,0,0,0,1,A: 中古流通のみ,1,N,,,,,,,
monster-rancher-advance-2,3283,Game_boy_Advance,Monster Rancher Advance 2,12001,http://www.mobygames.com/game/monster-rancher-advance-2,2002,13.63,13.63164913,,1,0,0,0,1,A: 中古流通のみ,1,N,,,,,,,
monster-truck-madness-,3284,Game_boy_Advance,Monster Truck Madness,15162,http://www.mobygames.com/game/monster-truck-madness-,2003,3.49,3.492580911,7.1,1,0,0,0,1,A: 中古流通のみ,1,N,,,,,,,
monster-bass-fishing,3285,Game_boy_Advance,Monster! Bass Fishing,13057,http://www.mobygames.com/game/monster-bass-fishing,2002,11.95,11.94533229,,1,0,0,0,1,A: 中古流通のみ,1,N,,,,,,,
mortal-kombat-deadly-alliance_,3286,Game_boy_Advance,Mortal Kombat: Deadly Alliance,68742,http://www.mobygames.com/game/mortal-kombat-deadly-alliance_,2002,12.85,12.84846432,7.5,1,0,0,0,1,A: 中古流通のみ,1,N,,,,,,,
mortal-kombat-tournament-edition,3287,Game_boy_Advance,Mortal Kombat: Tournament Edition,10662,http://www.mobygames.com/game/mortal-kombat-tournament-edition,2003,13.96,13.95621221,7.5,1,0,0,0,1,A: 中古流通のみ,1,N,,,,,,,
moto-racer-advance,3288,Game_boy_Advance,Moto Racer Advance,65460,http://www.mobygames.com/game/moto-racer-advance,2002,100.04,100.0430399,,1,0.5,0,0,1.5,B:プレミア中古,1,N,,,,,,,
motocross-maniacs-advance,3289,Game_boy_Advance,Motocross Maniacs Advance,34755,http://www.mobygames.com/game/motocross-maniacs-advance,2002,4.99,4.988393342,6.7,1,0,0,0,1,A: 中古流通のみ,1,N,,,,,,,
mr-driller-2,3290,Game_boy_Advance,Mr. Driller 2,17952,http://www.mobygames.com/game/mr-driller-2,2001,18.17,18.16847646,6.7,1,0,0,0,1,A: 中古流通のみ,1,N,,Previously available on Wii U Virtual Console.,,,,,
ms-pac-man-maze-madness,3291,Game_boy_Advance,Ms. Pac-Man Maze Madness,6531,http://www.mobygames.com/game/ms-pac-man-maze-madness,2004,3.22,3.224463589,7.3,1,0,0,0,1,A: 中古流通のみ,1,N,,,,,,,
